mean,LCI,UCI,contrasts,sig,outcome,species,habitat,est
-0.05515011881508652,-0.387120507411333,0.32145542445562997,urbanopen_cntrst,No, - ,American Goldfinch,Urban open,-0.05515011881508652
-0.23128491726130876,-0.8174462327918417,0.38665653880062284,urbanforest_cntrst,No, - ,American Goldfinch,Urban forest,-0.23128491726130876
-0.08801861556551437,-0.5913976110403928,0.3966849384245734,exurbanopen_cntrst,No, - ,American Goldfinch,Exurban open,-0.08801861556551437
-0.3533810019543894,-0.7703944453639419,0.09018594514149111,exurbanforest_cntrst,No, - ,American Goldfinch,Exurban forest,-0.3533810019543894
1.1115722339150256,0.44020503383125487,1.7480039052088792,urbanopen_cntrst,Yes,less vocalization during extremes,American Robin,Urban open,1.1115722339150256
-0.07772669260760164,-0.6411687573953189,0.6031581297288371,urbanforest_cntrst,No, - ,American Robin,Urban forest,-0.07772669260760164
-0.6858793497181126,-2.111609438764986,0.5217146344459889,exurbanopen_cntrst,No, - ,American Robin,Exurban open,-0.6858793497181126
-0.20224460909114872,-0.8313321922446671,0.4182241074942647,exurbanforest_cntrst,No, - ,American Robin,Exurban forest,-0.20224460909114872
-0.22037788814118206,-0.9067705640644422,0.4023127992205836,urbanopen_cntrst,No, - ,Blue Jay,Urban open,-0.22037788814118206
0.36389760318965025,-0.34415383793119014,1.017919134541612,urbanforest_cntrst,No, - ,Blue Jay,Urban forest,0.36389760318965025
0.6561672917708472,-0.22611816999914205,1.4838283290808894,exurbanopen_cntrst,No, - ,Blue Jay,Exurban open,0.6561672917708472
1.0734526547596681,0.33532972144868045,1.9154173594649928,exurbanforest_cntrst,Yes,less vocalization during extremes,Blue Jay,Exurban forest,1.0734526547596681
-0.05438940944458388,-0.8687479782887573,0.8518347553651299,urbanopen_cntrst,No, - ,Carolina Chickadee,Urban open,-0.05438940944458388
-0.9724546825675233,-1.74210605066796,-0.26912955723721,urbanforest_cntrst,Yes,more vocalization during extremes,Carolina Chickadee,Urban forest,-0.9724546825675233
0.8654809434046206,-0.2312484293779361,2.0375170764647454,exurbanopen_cntrst,No, - ,Carolina Chickadee,Exurban open,0.8654809434046206
-0.5804472559185538,-1.2606141683838035,0.042516305289617626,exurbanforest_cntrst,No, - ,Carolina Chickadee,Exurban forest,-0.5804472559185538
-0.052628154234179145,-0.44041412470639635,0.35570091094150874,urbanopen_cntrst,No, - ,Carolina Wren,Urban open,-0.052628154234179145
0.035796656875057446,-0.3754874614923365,0.45977248800216375,urbanforest_cntrst,No, - ,Carolina Wren,Urban forest,0.035796656875057446
-0.22710197281868452,-0.767543581259104,0.24061093213319729,exurbanopen_cntrst,No, - ,Carolina Wren,Exurban open,-0.22710197281868452
-0.2563197728656685,-0.6246172638421765,0.11259062877234785,exurbanforest_cntrst,No, - ,Carolina Wren,Exurban forest,-0.2563197728656685
-1.854898484923607,-4.004940248352922,0.1521104840252026,urbanopen_cntrst,No, - ,Hairy Woodpecker,Urban open,-1.854898484923607
2.2068266187511725,-0.7215897975496405,5.556738647693026,urbanforest_cntrst,No, - ,Hairy Woodpecker,Urban forest,2
-1.537844535690462,-4.4659074536441805,1.1299839086556933,exurbanopen_cntrst,No, - ,Hairy Woodpecker,Exurban open,-1.537844535690462
-0.43437514533024507,-2.0186476625393377,0.9572923284652765,exurbanforest_cntrst,No, - ,Hairy Woodpecker,Exurban forest,-0.43437514533024507
0.1367309524903748,-0.1155400126142454,0.4126635150875563,urbanopen_cntrst,No, - ,Northern Cardinal,Urban open,0.1367309524903748
-0.14238282154157939,-0.4482142490011258,0.203838680433108,urbanforest_cntrst,No, - ,Northern Cardinal,Urban forest,-0.14238282154157939
-0.07441850849860801,-0.47288288836756287,0.27408888495423633,exurbanopen_cntrst,No, - ,Northern Cardinal,Exurban open,-0.07441850849860801
-0.19675809431880198,-0.45685251408779526,0.09257049451113002,exurbanforest_cntrst,No, - ,Northern Cardinal,Exurban forest,-0.19675809431880198
-0.021913733627509945,-0.6797728192149274,0.7074752219239291,urbanopen_cntrst,No, - ,Red-bellied Woodpecker,Urban open,-0.021913733627509945
0.9862775907404892,0.19266756809030303,1.8220817472052455,urbanforest_cntrst,Yes,less vocalization during extremes,Red-bellied Woodpecker,Urban forest,0.9862775907404892
-0.19347227041861345,-1.036708271464123,0.6712214637912405,exurbanopen_cntrst,No, - ,Red-bellied Woodpecker,Exurban open,-0.19347227041861345
0.6458986102453513,0.08968588435536815,1.2434575592864643,exurbanforest_cntrst,Yes,less vocalization during extremes,Red-bellied Woodpecker,Exurban forest,0.6458986102453513
0.0253585980547629,-0.6780678728508679,0.8160332194881188,urbanopen_cntrst,No, - ,Tufted Titmouse,Urban open,0.0253585980547629
-0.7671525936471056,-1.421330094050418,-0.14830847900168584,urbanforest_cntrst,Yes,more vocalization during extremes,Tufted Titmouse,Urban forest,-0.7671525936471056
-0.1889279729227706,-0.8738031927482128,0.45219078313829275,exurbanopen_cntrst,No, - ,Tufted Titmouse,Exurban open,-0.1889279729227706
-0.056262006602776346,-0.5496662441195618,0.3859600269891597,exurbanforest_cntrst,No, - ,Tufted Titmouse,Exurban forest,-0.056262006602776346
39.56318149212044,2.3457116830627407,110.34577043789383,urbanopen_cntrst,Yes,less vocalization during extremes,Wood Thrush,Urban open,2
1.3808394724075193,-1.0856348148741917,4.5512772451990635,urbanforest_cntrst,No, - ,Wood Thrush,Urban forest,1.3808394724075193
0.7884588611681778,-0.16506270175406051,1.7802912218845293,exurbanopen_cntrst,No, - ,Wood Thrush,Exurban open,0.7884588611681778
0.05409955694174591,-0.5827039455173578,0.719181091741925,exurbanforest_cntrst,No, - ,Wood Thrush,Exurban forest,0.05409955694174591
